 	Label	Strain	Time	Well	Site	Area	X	Y	W	H
108	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	84	16775.262	5354.274	20480	20440
109	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	84	16724.31	5351.476	20480	20440
110	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	67	16259.873	5352.888	20480	20440
111	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	83	16233.837	5353.428	20480	20440
112	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	167	16193.716	5377.44	20480	20440
113	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	97	16748.18	5370.407	20480	20440
114	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	100	16781.09	5375.71	20480	20440
115	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	115	16765.509	5383.526	20480	20440
116	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	129	16943.43	5396.097	20480	20440
117	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	78	16402.974	5397.949	20480	20440
118	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	69	16566.123	5405.399	20480	20440
119	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	67	16347.007	5399.843	20480	20440
120	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	115	16122.457	5406.857	20480	20440
121	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	217	16187.053	5410.297	20480	20440
122	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	80	16562.4	5428.35	20480	20440
123	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	99	16759.389	5445.389	20480	20440
124	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	269	16262.493	5455.76	20480	20440
125	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	155	16389.958	5456.965	20480	20440
126	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	73	16650.76	5464.404	20480	20440
127	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	85	16187.171	5468.418	20480	20440
128	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	124	16394.532	5474.323	20480	20440
129	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	188	16318.282	5477.793	20480	20440
130	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	20	16382.05	5473.6	20480	20440
131	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	87	16215.489	5480.994	20480	20440
132	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	67	16661.828	5484.918	20480	20440
133	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	90	16853.956	5483.089	20480	20440
134	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	106	16199.632	5484.085	20480	20440
135	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	217	16528.836	5515.113	20480	20440
136	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	183	16308.205	5511.943	20480	20440
137	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	15	16384.967	5514.433	20480	20440
