 	Label	Strain	Time	Well	Site	Area	X	Y	W	H
75	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	146	506.26	2804.027	20480	20440
76	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	90	581.533	2878.067	20480	20440
77	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	65	7.238	2898.315	20480	20440
78	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	84	541.929	2913.774	20480	20440
79	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	69	1443.442	2968.514	20480	20440
80	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	108	15.713	3106.028	20480	20440
81	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	63	6.024	3134.992	20480	20440
82	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	187	769.591	3143.233	20480	20440
83	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	84	1975.857	3188.881	20480	20440
84	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	179	81.053	3204.221	20480	20440
85	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	186	412.333	3211.995	20480	20440
86	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	168	1107.524	3228.881	20480	20440
87	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	63	962.643	3293.31	20480	20440
88	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	70	981.986	3322.886	20480	20440
89	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	222	53.126	3370.59	20480	20440
90	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	70	789.557	3388.629	20480	20440
91	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	67	807.5	3392.246	20480	20440
92	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	318	299.377	3420.818	20480	20440
93	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	167	8.201	3426.566	20480	20440
94	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	105	318.605	3453.871	20480	20440
95	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	36	2.194	3451.389	20480	20440
96	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	95	161.616	3462.795	20480	20440
97	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	154	1108.247	3472.76	20480	20440
98	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	123	310.175	3483.988	20480	20440
99	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	102	297.245	3521.549	20480	20440
100	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	43	287.849	3545.244	20480	20440
101	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	35	282.443	3558.586	20480	20440
102	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	84	212.845	3560.321	20480	20440
103	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	163	851.966	3634.794	20480	20440
104	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	131	455.492	3674.263	20480	20440
105	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	68	538.632	3671.059	20480	20440
106	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	58	542.052	3706.138	20480	20440
107	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	104	6273.779	4476.077	20480	20440
108	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	47	20301.819	4578.309	20480	20440
109	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	274	5580.38	4587.599	20480	20440
110	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	88	5598.67	4616.977	20480	20440
111	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	125	5062.348	4647.788	20480	20440
112	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	94	5163.372	4647.447	20480	20440
113	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	66	20181.636	4663.167	20480	20440
114	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	87	4962.994	4704.592	20480	20440
115	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	113	4747.341	4749.695	20480	20440
116	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	92	5207.75	4747.533	20480	20440
117	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	120	5029.117	4787	20480	20440
118	B2-Ypet-800.tif:fe-03-10-multic2B2-pcht4	pch	4	B2	1	89	5177.601	4797.298	20480	20440
